iter	RMSE
164	4.923597002
165	4.919869159
166	4.913364541
167	4.910503305
168	4.906147789
169	4.898605126
170	4.895012192
171	4.891590029
172	4.886985916
173	4.883443391
174	4.879455035
175	4.875532036
176	4.872924539
177	4.868948856
178	4.864081043
179	4.858524349
180	4.85475015
181	4.850778441
182	4.847276089
183	4.840688711
184	4.838403253
185	4.833799091
186	4.831572881
187	4.82933248
188	4.825454947
189	4.82125305
190	4.819144786
191	4.817096963
192	4.811547435
193	4.808652526
194	4.804031249
195	4.800154537
196	4.796796955
197	4.791459262
198	4.787297971
199	4.78187212
200	4.776746468
201	4.772108571
202	4.77043578
203	4.767933191
204	4.764333005
205	4.761265784
206	4.756521268
207	4.752421375
208	4.749044395
209	4.743851438
210	4.742266156
211	4.738426959
212	4.735128157
213	4.731831237
214	4.72652321
215	4.723499899
216	4.720181187
217	4.71704146
218	4.712642993
219	4.709389776
220	4.703023138
221	4.701662093
222	4.699595051
223	4.695800589
224	4.692745827
225	4.690597617
226	4.687424732
227	4.683589906
228	4.680130127
229	4.677917312
230	4.675736651
231	4.671865588
232	4.669659074
233	4.66741116
234	4.664123198
235	4.661294732
236	4.658741505
237	4.654377492
238	4.650908361
239	4.645661576
240	4.642484123
241	4.63956373
242	4.636960192
243	4.634835122
244	4.632530599
245	4.629674054
246	4.62773591
247	4.623914737
248	4.618972895
249	4.616576164
250	4.611073397
251	4.60713182
252	4.605666398
253	4.601739638
254	4.598664699
255	4.593549411
256	4.591763416
257	4.589970956
258	4.583663733
259	4.578106167
260	4.574456401
261	4.570925869
262	4.567522999
263	4.562449031
264	4.560652628
265	4.558401603
266	4.556102106
267	4.552441969
268	4.548907192
269	4.547026341
270	4.541841304
271	4.538506083
272	4.535652862
273	4.534397228
274	4.530565663
275	4.524853146
276	4.519376544
277	4.51632689
278	4.513557369
279	4.507758977
280	4.506350235
281	4.503962137
282	4.49895124
283	4.493539064
284	4.491932599
285	4.489702
286	4.487668181
287	4.485952908
288	4.482619573
289	4.480086425
290	4.477532268
291	4.473825454
292	4.468596463
293	4.468105619
294	4.466383064
295	4.460869733
296	4.457775415
297	4.454606721
298	4.450423648
299	4.447997593
300	4.446573316
301	4.445508226
302	4.443446166
303	4.437981434
304	4.432039534
305	4.427554686
306	4.426666055
307	4.424748834
308	4.422380251
309	4.416573845
310	4.41463469
311	4.410009214
312	4.405434796
313	4.403966602
314	4.402544003
315	4.401071112
316	4.397554242
317	4.392938316
318	4.391868224
319	4.387145412
320	4.383236259
321	4.37836969
322	4.37324197
323	4.370751104
324	4.365839092
325	4.363906435
326	4.358915465
327	4.356681345
328	4.350436222
329	4.346346191
330	4.341831692
331	4.341345143
332	4.336003906
333	4.334941628
334	4.332117934
335	4.326198072
336	4.324278696
337	4.322557301
338	4.321411338
339	4.318746356
340	4.314127824
341	4.311024377
342	4.309015254
343	4.304042782
344	4.299110536
345	4.294587603
346	4.292594514
347	4.28805438
348	4.284893212
349	4.280065535
350	4.275387907
351	4.274166232
352	4.273884692
353	4.271905188
354	4.265486861
355	4.264749074
356	4.26400507
357	4.261395235
358	4.259873816
359	4.258098178
360	4.25335673
361	4.251332024
362	4.248295418
363	4.244420789
364	4.241447519
365	4.239864089
366	4.236706702
367	4.235095037
368	4.232277094
369	4.230385635
370	4.225328191
371	4.221998058
372	4.218983137
373	4.216521954
374	4.214645127
375	4.213003793
376	4.212113047
377	4.207686581
378	4.202883616
379	4.202755874
380	4.199562246
381	4.199302488
382	4.195099627
383	4.1912373
384	4.190047846
385	4.186446451
386	4.184688252
387	4.184406139
388	4.181476535
389	4.177516595
390	4.174252574
391	4.169045208
392	4.166833239
393	4.165262221
394	4.164295578
395	4.160943308
396	4.156289816
397	4.155246007
398	4.153938093
399	4.149721546
400	4.148684258
401	4.146571261
402	4.14487959
403	4.141981095
404	4.139672988
405	4.13943354
406	4.134711188
407	4.133765276
408	4.133063526
409	4.132117749
410	4.130292035
411	4.126895925
412	4.12476515
413	4.120341374
414	4.119015344
415	4.11628685
416	4.113715892
417	4.111545472
418	4.110753524
419	4.108828119
420	4.106904774
421	4.102306388
422	4.099759865
423	4.099408903
424	4.095973471
425	4.091178334
426	4.08854675
427	4.08523237
428	4.082693826
429	4.081268826
430	4.081079552
431	4.080406891
432	4.078831901
433	4.076289431
434	4.071342864
435	4.066449355
436	4.06357084
437	4.062836561
438	4.059373281
439	4.059047161
440	4.056602453
441	4.053245121
442	4.051295282
443	4.049036052
444	4.047069858
445	4.045260765
446	4.043943714
447	4.041400675
448	4.039890443
449	4.035683515
450	4.034925394
451	4.03218091
452	4.028272246
453	4.024786846
454	4.021427938
455	4.016666417
456	4.010993456
457	4.007492436
458	4.004675133
459	4.002541443
460	3.999607727
461	3.997462681
462	3.996731804
463	3.992587341
464	3.990872168
465	3.988440536
466	3.986520999
467	3.983745849
468	3.980731138
469	3.976408604
470	3.974779498
471	3.97041997
472	3.96740578
473	3.963670691
474	3.962107268
475	3.958155059
476	3.953055863
477	3.951927028
478	3.950434582
479	3.946656733
480	3.946378376
481	3.946206556
482	3.945794545
483	3.945599664
484	3.943442276
485	3.939595732
486	3.937706595
487	3.935449302
488	3.932784497
489	3.930037042
490	3.927158048
491	3.924908351
492	3.921376527
493	3.918774073
494	3.914805881
495	3.914153968
496	3.909883749
497	3.906111186
498	3.903417227
499	3.900756283
500	3.900627078
501	3.896083347
502	3.89283413
503	3.890914065
504	3.890154478
505	3.889052593
506	3.884805186
507	3.882928843
508	3.882790188
509	3.880519399
510	3.877877622
511	3.877290395
512	3.87719449
513	3.876976981
514	3.873469282
515	3.872180435
516	3.870554444
517	3.868904967
518	3.865094115
519	3.862929193
520	3.860290187
521	3.857346543
522	3.855115843
523	3.854264935
524	3.849934707
525	3.847733192
526	3.843902137
527	3.842177868
528	3.839179135
529	3.837917859
530	3.834510013
531	3.833922894
532	3.830705399
533	3.826495313
534	3.825362486
535	3.81998074
536	3.81599032
537	3.813906623
538	3.813741302
539	3.809676065
540	3.806549565
541	3.802158168
542	3.801961206
543	3.799624062
544	3.795895763
545	3.795732202
546	3.793293687
547	3.791839017
548	3.789647582
549	3.786976019
550	3.78355866
551	3.782296229
552	3.781987392
553	3.779613055
554	3.778252694
555	3.774708368
556	3.772934299
557	3.77110328
558	3.769442203
559	3.766475777
560	3.765165961
561	3.763811375
562	3.762477241
563	3.762398844
564	3.761077027
565	3.760556507
566	3.760426429
567	3.756762801
568	3.756103381
569	3.75595521
570	3.75457043
571	3.75279208
572	3.751765926
573	3.747752166
574	3.746306748
575	3.745131574
576	3.742542705
577	3.738723398
578	3.737590453
579	3.736431702
580	3.735128699
581	3.734605926
582	3.732221386
583	3.730663922
584	3.728948492
585	3.726281264
586	3.724938623
587	3.723727906
588	3.7214485
589	3.718370738
590	3.715865616
591	3.713040889
592	3.711107456
593	3.709531576
594	3.708141963
595	3.706995538
596	3.705593915
597	3.702566809
598	3.701705888
599	3.69920619
600	3.696461815
601	3.696063864
602	3.693137807
603	3.691981026
604	3.69096294
605	3.690620066
606	3.688794205
607	3.686458106
608	3.684711435
609	3.684264204
610	3.682614226
611	3.679216452
612	3.676575056
613	3.673994362
614	3.672631717
615	3.672546422
616	3.668028976
617	3.66671156
618	3.66370102
619	3.662811314
620	3.659419255
621	3.657000914
622	3.65463966
623	3.653043294
624	3.652537089
625	3.649419668
626	3.649256451
627	3.649030381
628	3.647047587
629	3.644370026
630	3.643502035
631	3.639857944
632	3.637282015
633	3.637011118
634	3.635155191
635	3.634836173
636	3.632553715
637	3.63012271
638	3.629699941
639	3.625986601
640	3.625281137
641	3.623185889
642	3.62255625
643	3.619558066
644	3.61945835
645	3.616708768
646	3.613519882
647	3.612377284
648	3.612319266
649	3.609379837
650	3.60704131
651	3.606974516
652	3.60688122
653	3.603841359
654	3.60123661
655	3.59993069
656	3.596416869
657	3.593863665
658	3.591956386
659	3.589448578
660	3.589365685
661	3.587719343
662	3.585297847
663	3.5828427
664	3.579697122
665	3.577942603
666	3.575093219
667	3.572399032
668	3.571219718
669	3.56863051
670	3.563754398
671	3.560792336
672	3.559577048
673	3.55840466
674	3.557312668
675	3.557081145
676	3.555915194
677	3.552570087
678	3.551589362
679	3.549212606
680	3.546710299
681	3.545035775
682	3.544137504
683	3.54234827
684	3.541541747
685	3.54129865
686	3.540825666
687	3.538522937
688	3.536286286
689	3.533195247
690	3.530439965
691	3.528456658
692	3.526318427
693	3.526273269
694	3.52449075
695	3.523357954
696	3.521060563
697	3.519476102
698	3.518026951
699	3.516559132
700	3.514620644
701	3.512499075
702	3.511746415
703	3.510605573
704	3.509347154
705	3.507122166
706	3.504489655
707	3.500273149
708	3.496788816
709	3.495523914
710	3.494810938
711	3.493879524
712	3.491202171
713	3.486928222
714	3.484007863
715	3.482427438
716	3.480285157
717	3.477413348
718	3.474398737
719	3.472069526
720	3.468781613
721	3.465389353
722	3.462541547
723	3.460073475
724	3.458002605
725	3.456575893
726	3.455104057
727	3.453649069
728	3.452210226
729	3.449226816
730	3.446861712
731	3.446128142
732	3.44362223
733	3.441320636
734	3.44046408
735	3.439066207
736	3.436011185
737	3.43385158
738	3.432023281
739	3.430335253
740	3.429501234
741	3.42851981
742	3.426033913
743	3.425908783
744	3.42460183
745	3.424209275
746	3.422550864
747	3.421056161
748	3.418446991
749	3.416601141
750	3.416529997
751	3.413345256
752	3.411082995
753	3.408245691
754	3.406120366
755	3.404537519
756	3.400973124
757	3.399831353
758	3.398645922
759	3.39714974
760	3.393848714
761	3.391247727
762	3.389292119
763	3.386986021
764	3.383592468
765	3.382187721
766	3.379843829
767	3.377836504
768	3.375240208
769	3.37374767
770	3.371702107
771	3.371524258
772	3.370564256
773	3.36866453
774	3.366173012
775	3.364463226
776	3.363487891
777	3.360841459
778	3.359555752
779	3.35809142
780	3.357773137
781	3.356321102
782	3.355196746
783	3.354332627
784	3.352391421
785	3.348914166
786	3.34783619
787	3.346258762
788	3.342395382
789	3.342331264
790	3.342049224
791	3.339885919
792	3.337936636
793	3.337177476
794	3.337023726
795	3.334957499
796	3.333023284
797	3.331790693
798	3.32902069
799	3.32745492
800	3.325493885
801	3.323831142
802	3.323189153
803	3.322986335
804	3.320493805
805	3.320411278
806	3.31861406
807	3.316968193
808	3.313760786
809	3.31109524
810	3.309137908
811	3.306591493
812	3.30559211
813	3.302664467
814	3.300650979
815	3.29870423
816	3.296940031
817	3.296204366
818	3.293948535
819	3.291996095
820	3.289488919
821	3.284788342
822	3.284613835
823	3.283181506
824	3.28217118
825	3.280126705
826	3.277575749
827	3.273884306
828	3.271427383
829	3.270776812
830	3.270135339
831	3.268461836
832	3.268366815
833	3.267298122
834	3.26703897
835	3.265770395
836	3.263861297
837	3.261266471
838	3.25891846
839	3.257190031
840	3.255335967
841	3.255272697
842	3.252917687
843	3.251777513
844	3.250153756
845	3.250037878
846	3.248409572
847	3.24751299
848	3.245710179
849	3.243024091
850	3.242620822
851	3.240715078
852	3.237373795
853	3.237262682
854	3.234864752
855	3.234241436
856	3.23200184
857	3.229727305
858	3.228058131
859	3.226342415
860	3.225503531
861	3.224545377
862	3.222074218
863	3.219974399
864	3.218903178
865	3.21772621
866	3.217214141
867	3.21575375
868	3.215594546
869	3.212633709
870	3.212449911
871	3.209455456
872	3.206375331
873	3.205597112
874	3.204078492
875	3.203969463
876	3.202222428
877	3.201679018
878	3.200989712
879	3.198711705
880	3.196291645
881	3.19564328
882	3.193808742
883	3.190569169
884	3.190501498
885	3.187187883
886	3.18535845
887	3.183568609
888	3.182738189
889	3.182355576
890	3.179457991
891	3.179088628
892	3.178215249
893	3.17596492
894	3.173638735
895	3.170655948
896	3.16805486
897	3.167244806
898	3.165406136
899	3.16465804
900	3.164274872
901	3.164208898
902	3.162130577
903	3.161701188
904	3.159952053
905	3.157958664
906	3.153513329
907	3.152446777
908	3.150212721
909	3.149422841
910	3.149326066
911	3.146079598
912	3.144214266
913	3.143664399
914	3.142925098
915	3.142018016
916	3.140160288
917	3.137796282
918	3.135912275
919	3.134644331
920	3.133337761
921	3.131071634
922	3.129317302
923	3.128421828
924	3.127383801
925	3.12494209
926	3.123216869
927	3.121559751
928	3.119447808
929	3.117803124
930	3.11488202
931	3.113955593
932	3.113072203
933	3.112461193
934	3.110930505
935	3.109953435
936	3.107997828
937	3.107095037
938	3.10658049
939	3.105640217
940	3.104967293
941	3.102815002
942	3.102126277
943	3.100887301
944	3.100862436
945	3.100818307
946	3.10037216
947	3.09914388
948	3.098542247
949	3.094260001
950	3.091893817
951	3.091387843
952	3.088383985
953	3.088235247
954	3.085458399
955	3.082658696
956	3.080340505
957	3.079424478
958	3.079351494
959	3.077557364
960	3.077494782
961	3.076882081
962	3.075149136
963	3.074532033
964	3.073148374
965	3.072440469
966	3.072384007
967	3.072032067
968	3.070805832
969	3.068242747
970	3.067120826
971	3.064837175
972	3.064397641
973	3.061708087
974	3.061046862
975	3.060414353
976	3.056670368
977	3.054536389
978	3.053843711
979	3.052907028
980	3.050710208
981	3.050103267
982	3.048613193
983	3.04737453
984	3.045162736
985	3.043646048
986	3.042707078
987	3.04237964
988	3.040622695
989	3.038950884
990	3.036563915
991	3.034539493
992	3.033576589
993	3.03255845
994	3.032137601
995	3.030087967
996	3.029093216
997	3.027224887
998	3.026301737
999	3.025754354
