iter	RMSE
202	4.765356243
203	4.760707103
204	4.758084022
205	4.752134334
206	4.74972585
207	4.744951406
208	4.742107443
209	4.738315975
210	4.733798898
211	4.72880565
212	4.727183037
213	4.725015955
214	4.719603903
215	4.717096619
216	4.714695178
217	4.707884414
218	4.701167374
219	4.69785245
220	4.694836324
221	4.689786205
222	4.685580133
223	4.685326437
224	4.681358612
225	4.679300685
226	4.675522099
227	4.670194418
228	4.666718209
229	4.660416724
230	4.657892852
231	4.653973917
232	4.650699033
233	4.649796082
234	4.646454373
235	4.6420304
236	4.637008815
237	4.633103556
238	4.631925159
239	4.626853836
240	4.623493698
241	4.617354615
242	4.611374021
243	4.609165038
244	4.604869124
245	4.597828852
246	4.595493512
247	4.592780155
248	4.589912488
249	4.586537638
250	4.582915341
251	4.578718188
252	4.572969884
253	4.571346842
254	4.567364717
255	4.565018334
256	4.564374167
257	4.560772999
258	4.557446657
259	4.552363452
260	4.546145601
261	4.543877352
262	4.541142358
263	4.535302986
264	4.533134285
265	4.529972864
266	4.52433657
267	4.520690892
268	4.517101345
269	4.514146983
270	4.509367389
271	4.504562676
272	4.502404018
273	4.500326791
274	4.499555695
275	4.497549994
276	4.49419097
277	4.493722024
278	4.490803539
279	4.488623613
280	4.482751533
281	4.477384485
282	4.473783684
283	4.472414581
284	4.471105902
285	4.469937361
286	4.465258324
287	4.458947791
288	4.456762804
289	4.455185771
290	4.450676194
291	4.448180934
292	4.446105888
293	4.441494966
294	4.439634712
295	4.43826681
296	4.43400228
297	4.432117123
298	4.426762392
299	4.421183334
300	4.41754871
301	4.414597208
302	4.412786343
303	4.407746214
304	4.404932657
305	4.404511743
306	4.399110086
307	4.393805831
308	4.392001485
309	4.389381417
310	4.385822337
311	4.381116947
312	4.375610573
313	4.372601064
314	4.370120777
315	4.36634612
316	4.364539266
317	4.359106462
318	4.353780735
319	4.347659645
320	4.344011089
321	4.343578081
322	4.339977342
323	4.336677467
324	4.334210107
325	4.331731558
326	4.328838813
327	4.32692956
328	4.326211088
329	4.323966015
330	4.318907325
331	4.316412852
332	4.311816012
333	4.310608948
334	4.305078659
335	4.301054118
336	4.298111615
337	4.29608449
338	4.291340769
339	4.287308427
340	4.282837931
341	4.279587297
342	4.273806195
343	4.270864006
344	4.265928878
345	4.261763613
346	4.259856233
347	4.257825456
348	4.254168965
349	4.247766157
350	4.244637114
351	4.242036175
352	4.237769122
353	4.232856813
354	4.22853685
355	4.226444647
356	4.220855781
357	4.218684866
358	4.216004146
359	4.213436361
360	4.211934778
361	4.208333159
362	4.207039607
363	4.203010581
364	4.196999478
365	4.193815237
366	4.189938899
367	4.187796616
368	4.185237664
369	4.182638472
370	4.178457129
371	4.175582369
372	4.174722966
373	4.170142182
374	4.168498174
375	4.168231893
376	4.164782117
377	4.161709893
378	4.156057474
379	4.151503377
380	4.146663553
381	4.141967215
382	4.140960352
383	4.137026772
384	4.132955865
385	4.131632946
386	4.129648037
387	4.126531011
388	4.122362556
389	4.119736635
390	4.115901965
391	4.114720583
392	4.113582737
393	4.113185272
394	4.110127167
395	4.106093669
396	4.101954978
397	4.097068706
398	4.093935351
399	4.089969856
400	4.084406852
401	4.082694495
402	4.081590975
403	4.080818832
404	4.078748072
405	4.077839647
406	4.07479466
407	4.073241905
408	4.072843362
409	4.072177136
410	4.070968215
411	4.070265567
412	4.064907333
413	4.061241828
414	4.056854644
415	4.052969511
416	4.048674577
417	4.044253139
418	4.041826912
419	4.040356104
420	4.039818491
421	4.037616889
422	4.034511003
423	4.034277786
424	4.030607004
425	4.027469563
426	4.024224409
427	4.021862093
428	4.021512275
429	4.019139584
430	4.018067189
431	4.01761002
432	4.013472712
433	4.009580227
434	4.007604517
435	4.006009717
436	4.005502052
437	4.003481385
438	4.000287822
439	3.996217636
440	3.992368961
441	3.989735525
442	3.987414813
443	3.984267891
444	3.98384373
445	3.979650417
446	3.978577799
447	3.973721288
448	3.970149553
449	3.967874468
450	3.964891266
451	3.963675978
452	3.961643636
453	3.959261204
454	3.957928518
455	3.955063343
456	3.951920178
457	3.948273528
458	3.944584653
459	3.940794026
460	3.938757515
461	3.938190231
462	3.936939352
463	3.933966884
464	3.931797822
465	3.928220658
466	3.923688246
467	3.922306955
468	3.918519426
469	3.914834828
470	3.914516445
471	3.910887116
472	3.906467268
473	3.90615585
474	3.903225798
475	3.89862594
476	3.895992647
477	3.894689829
478	3.890562529
479	3.890260016
480	3.888198575
481	3.884081845
482	3.88091042
483	3.878921653
484	3.877326582
485	3.874565134
486	3.873021956
487	3.872726568
488	3.870662459
489	3.867676131
490	3.863981013
491	3.862221276
492	3.858955368
493	3.85765611
494	3.856379741
495	3.853381631
496	3.849872613
497	3.848966395
498	3.848708569
499	3.84721739
500	3.846158924
501	3.844339473
502	3.841580329
503	3.837888606
504	3.837712132
505	3.837434798
506	3.834034177
507	3.831275301
508	3.830647526
509	3.830084365
510	3.827474905
511	3.825919947
512	3.825567928
513	3.820875352
514	3.819255028
515	3.816410136
516	3.815661301
517	3.81542695
518	3.812029042
519	3.809794022
520	3.807651824
521	3.803480243
522	3.800786228
523	3.797622192
524	3.795493394
525	3.793087362
526	3.790718563
527	3.790569748
528	3.78673461
529	3.782860467
530	3.779370623
531	3.777764115
532	3.775437232
533	3.773665561
534	3.77304695
535	3.76924762
536	3.769012144
537	3.765913189
538	3.76314894
539	3.759834307
540	3.756050166
541	3.753334914
542	3.752869786
543	3.749559505
544	3.748751181
545	3.745060333
546	3.743832665
547	3.741064332
548	3.738216423
549	3.734208309
550	3.733665621
551	3.731002642
552	3.730078739
553	3.729437361
554	3.728997041
555	3.727978968
556	3.723879711
557	3.721404024
558	3.719533398
559	3.716043995
560	3.711314433
561	3.709491848
562	3.707080751
563	3.705416395
564	3.70219349
565	3.700664975
566	3.697268042
567	3.695838916
568	3.695730395
569	3.695083118
570	3.692619103
571	3.69066188
572	3.689076578
573	3.687773514
574	3.68758335
575	3.685646635
576	3.68350918
577	3.683289082
578	3.679577806
579	3.676679967
580	3.672023788
581	3.671808798
582	3.671628584
583	3.667219246
584	3.664295896
585	3.662789934
586	3.661340168
587	3.658193172
588	3.655846304
589	3.653563538
590	3.653120033
591	3.652027258
592	3.651703018
593	3.649148516
594	3.647922373
595	3.64603093
596	3.644124891
597	3.641110383
598	3.639234245
599	3.637684403
600	3.635481982
601	3.632100326
602	3.628494197
603	3.628313765
604	3.626924314
605	3.624274665
606	3.621443933
607	3.620329964
608	3.618010059
609	3.615288805
610	3.612267071
611	3.609969609
612	3.609752675
613	3.607618461
614	3.605881005
615	3.605674761
616	3.60068976
617	3.599716053
618	3.59584924
619	3.594883137
620	3.593893747
621	3.591796868
622	3.589055228
623	3.586188542
624	3.584924285
625	3.583979911
626	3.582762194
627	3.58131834
628	3.578258286
629	3.577018508
630	3.573299357
631	3.570342707
632	3.570153045
633	3.568726546
634	3.565661164
635	3.564524534
636	3.563237236
637	3.56022701
638	3.557754649
639	3.557187335
640	3.556874272
641	3.554355934
642	3.553129987
643	3.549835076
644	3.547340688
645	3.543329424
646	3.542919812
647	3.540257196
648	3.539014399
649	3.538569067
650	3.536968939
651	3.536490501
652	3.53612085
653	3.533214129
654	3.53145512
655	3.52940339
656	3.526095488
657	3.522376578
658	3.519836874
659	3.51947592
660	3.517929056
661	3.514509667
662	3.513212668
663	3.512487928
664	3.511255908
665	3.510478297
666	3.507381294
667	3.506297833
668	3.504624985
669	3.501856156
670	3.499184266
671	3.49621607
672	3.495757347
673	3.495454474
674	3.4952922
675	3.493149871
676	3.491238466
677	3.488062272
678	3.484567046
679	3.482335869
680	3.481484918
681	3.480634531
682	3.480126452
683	3.47847639
684	3.478124979
685	3.473575511
686	3.470761456
687	3.470350624
688	3.465368944
689	3.461685336
690	3.461298428
691	3.459208696
692	3.457268421
693	3.453477644
694	3.452090193
695	3.450428901
696	3.448577597
697	3.445868138
698	3.440149042
699	3.438256322
700	3.436944008
701	3.436538409
702	3.434329765
703	3.430816186
704	3.428901387
705	3.426276525
706	3.424913907
707	3.424479414
708	3.421575989
709	3.421356824
710	3.421014019
711	3.419670718
712	3.419204417
713	3.415436006
714	3.413650012
715	3.410618799
716	3.409281316
717	3.408422983
718	3.406468847
719	3.403969143
720	3.401167765
721	3.400847171
722	3.398921213
723	3.39834617
724	3.39566874
725	3.393886267
726	3.392593263
727	3.39010969
728	3.387331627
729	3.385691959
730	3.383415018
731	3.383183753
732	3.381394114
733	3.380225573
734	3.378264826
735	3.376151001
736	3.374172776
737	3.37316673
738	3.371856865
739	3.369226937
740	3.368309123
741	3.366997312
742	3.365431153
743	3.364098804
744	3.363768309
745	3.361196252
746	3.358542375
747	3.358216621
748	3.356590774
749	3.354372725
750	3.353179134
751	3.351466865
752	3.350721119
753	3.348525758
754	3.346135816
755	3.34582831
756	3.345634434
757	3.343739918
758	3.343018584
759	3.340625419
760	3.339326913
761	3.337720651
762	3.336505332
763	3.333951715
764	3.332123777
765	3.331693118
766	3.329165225
767	3.32785754
768	3.326128347
769	3.325996711
770	3.323133131
771	3.32179199
772	3.320669997
773	3.318232612
774	3.316855145
775	3.314785021
776	3.312224801
777	3.309488448
778	3.307976702
779	3.305570392
780	3.304075988
781	3.301741431
782	3.298019247
783	3.297375087
784	3.296297356
785	3.294531844
786	3.292445204
787	3.291895281
788	3.288905833
789	3.287666339
790	3.286835424
791	3.286647785
792	3.285542922
793	3.283335966
794	3.281310368
795	3.277935163
796	3.276084758
797	3.27535294
798	3.27253567
799	3.268771142
800	3.268573332
801	3.268204114
802	3.266478279
803	3.265999051
804	3.264254408
805	3.263310125
806	3.262808567
807	3.261692639
808	3.261511655
809	3.259940431
810	3.258510778
811	3.257906983
812	3.254242481
813	3.252906802
814	3.252007088
815	3.251784875
816	3.250200392
817	3.248541082
818	3.245361112
819	3.242334443
820	3.239655317
821	3.239528752
822	3.238617113
823	3.236580581
824	3.233283852
825	3.229671021
826	3.227295242
827	3.226993962
828	3.224500893
829	3.22274455
830	3.219314865
831	3.218498323
832	3.215534583
833	3.213030177
834	3.209850356
835	3.20772688
836	3.207041457
837	3.20674554
838	3.203707495
839	3.201561458
840	3.199952357
841	3.198600841
842	3.195162038
843	3.192760941
844	3.192288049
845	3.192149419
846	3.189260854
847	3.188852635
848	3.185960648
849	3.18542442
850	3.183626544
851	3.181930284
852	3.179755241
853	3.179467052
854	3.179036759
855	3.175611112
856	3.173127308
857	3.171392045
858	3.170389588
859	3.168228285
860	3.167310381
861	3.166843933
862	3.165979018
863	3.163232824
864	3.161063992
865	3.158538158
866	3.158052077
867	3.156744514
868	3.155949972
869	3.15413162
870	3.152525485
871	3.149754222
872	3.149253997
873	3.147526473
874	3.147037145
875	3.14559705
876	3.14417909
877	3.144091586
878	3.142354291
879	3.140869761
880	3.139450266
881	3.136855318
882	3.136277773
883	3.134128769
884	3.13316757
885	3.132287121
886	3.130515047
887	3.127567995
888	3.125769026
889	3.122322601
890	3.12217181
891	3.121680995
892	3.120358714
893	3.119297741
894	3.117132284
895	3.115913538
896	3.114899991
897	3.112261641
898	3.112160064
899	3.111100413
900	3.10905285
901	3.105906491
902	3.103247081
903	3.102043452
904	3.100567889
905	3.099547021
906	3.096592648
907	3.094062102
908	3.093972641
909	3.093228515
910	3.090060037
911	3.087950888
912	3.087360326
913	3.086438282
914	3.084919476
915	3.084450853
916	3.083258727
917	3.081349207
918	3.080656623
919	3.077738185
920	3.074984582
921	3.072676961
922	3.071007919
923	3.069785575
924	3.06959859
925	3.06709788
926	3.065356027
927	3.063342246
928	3.062400478
929	3.062211386
930	3.061315907
931	3.059189081
932	3.055341593
933	3.05209724
934	3.051859934
935	3.049882983
936	3.049294734
937	3.0483394
938	3.044329565
939	3.043285641
940	3.040250839
941	3.039408083
942	3.039180106
943	3.038042291
944	3.037923806
945	3.036980164
946	3.035315495
947	3.034197567
948	3.034057795
949	3.03244715
950	3.029375942
951	3.028721431
952	3.026438101
953	3.025943352
954	3.024975905
955	3.02225486
956	3.020628862
957	3.019047104
958	3.017481879
959	3.014797786
960	3.011916183
961	3.009756619
962	3.007751011
963	3.0063528
964	3.005408305
965	3.003701816
966	3.001878742
967	2.999978059
968	2.999736337
969	2.99726009
970	2.996798118
971	2.994878448
972	2.994357434
973	2.992876202
974	2.989356471
975	2.986918396
976	2.985236491
977	2.983431042
978	2.98299219
979	2.979782272
980	2.979648518
981	2.978553642
982	2.977206128
983	2.974295836
984	2.973464899
985	2.972650372
986	2.972359193
987	2.96952816
988	2.96857119
989	2.96835469
990	2.966653867
991	2.966258664
992	2.964324595
993	2.963475629
994	2.960956959
995	2.960461051
996	2.959182167
997	2.95752976
998	2.956329182
999	2.955450491
